index,song,year,artist,genre,lyrics
163,all-night,2016,beyonce-knowles,Pop,"Found the truth beneath your lies
And true love never has to hide
True love never has to hide
I'll trade your broken wings for mine
Trade your broken wings for mine
I've seen your scars and kissed your crime
Seen your scars and kissed your crime
So many people that I know, they're just tryna touch ya
Kiss up and rub up and feel up
Kiss up and rub up and feel up on you
Give you some time to prove that I can trust you again
I'm gonna kiss up and rub up and feel up
Kiss up and rub up and feel up on you
All night long
Sweet love all night long
Sweet love all night long
Sweet love all night long
All I wanna, ain't no other
We together, I remember
Sweet love all night long
Our love was stronger than your pride
Beyond your darkness, I'm your light
If you get deep, you touch my mind
If you get deep, you touch my mind
Baptize your tears and dry your eyes
Baptize your tears and dry your eyes
So many people that I know, they're just tryna touch ya
Kiss up and rub up and feel up
Kiss up and rub up and feel up on you
Give you some time to prove that I can trust you again
I'm gonna kiss up and rub up and feel up
Kiss up and rub up and feel up on you
All night long
Sweet love all night long
Sweet love all night long
Sweet love all night long
All I wanna, ain't no other
We together, I remember
Sweet love all night long
They say true love's the greatest weapon
To win the war caused by pain, pain
But every diamond has imperfections
But my love's too pure to watch it chip away
Oh nothing real can be threatened
True love breathes salvation back into me
With every tear came redemption
And my torturer became a remedy
So many people that I know, they're just tryna touch ya
Kiss up and rub up and feel up
Kiss up and rub up and feel up on you
Give you some time to prove that I can trust you again
I'm gonna kiss up and rub up and feel up
Kiss up and rub up and feel up on you
All night long
Sweet love all night long
Sweet love all night long
Sweet love all night long
All I wanna, ain't no other
We together, I remember
Sweet love all night long
How I missed you, my love"
164,sorry,2016,beyonce-knowles,Pop,"Sorry, I ain't sorry
Sorry, I ain't sorry
I ain't sorry, nigga, nah
Sorry, I ain't sorry
Sorry, I ain't sorry
I ain't sorry
He trying to roll me up, I ain't picking up
Headed to the club, I ain't thinking 'bout you
Me and my ladies sip my D'USSÃ cup
I don't give a fuck, chucking my deuces up
Suck on my balls, pause, I had enough
I ain't thinking 'bout you
I ain't thinking 'bout
Middle fingers up, put them hands high
Wave it in his face, tell him, boy, bye
Tell him, boy, bye, middle fingers up
I ain't thinking 'bout you
Sorry, I ain't sorry
Sorry, I ain't sorry
I ain't sorry, nigga, nah
I ain't thinking 'bout you
Sorry, I ain't sorry
Sorry, I ain't sorry
No no, hell nah
Now you want to say you're sorry
Now you want to call me crying
Now you gotta see me wilding
Now I'm the one that's lying
And I don't feel bad about it
It's exactly what you get
Stop interrupting my grinding
I ain't thinking 'bout you
Sorry, I ain't sorry
I ain't thinking 'bout you
I ain't thinking 'bout you
Sorry, I ain't sorry
I ain't thinking 'bout you
I ain't thinking 'bout you
Middle fingers up, put them hands high
Wave it in his face, tell him, boy, bye
Tell him, boy, bye, boy, bye
Middle fingers up, I ain't thinking 'bout you
Sorry, I ain't sorry
Sorry, I ain't sorry
I ain't sorry, nigga, nah
Sorry, I ain't sorry
Sorry, I ain't sorry
I ain't sorry
No no, hell nah
Looking at my watch, he shoulda been home
Today I regret the night I put that ring on
He always got them fucking excuses
I pray to the Lord you reveal what his truth is
I left a note in the hallway
By the time you read it, I'll be far away
I'm far away
But I ain't fucking with nobody
Let's have a toast to the good life
Suicide before you see this tear fall down my eyes
Me and my baby, we gon' be alright
We gon' live a good life
Big homie better grow up
Me and my whoadies 'bout to stroll up
I see them boppers in the corner
They sneaking out the back door
He only want me when I'm not there
He better call Becky with the good hair
He better call Becky with the good hair"
165,sandcastles,2016,beyonce-knowles,Pop,"[Verse]
We built sandcastles that washed away
I made you cry when I walked away
And although I promised that I couldn't stay, baby
Every promise don't work out that way, oh, babe
Every promise don't work out that way
Dishes smashed on my counter from our last encounter
Pictures snatched out the frame
Bitch, I scratched out your name and your face
What is it about you that I can't erase, baby?
When every promise don't work out that way, no no, babe
When every promise don't work out that way
And your heart is broken cause I walked away
Show me your scars and I won't walk away
And I know I promised that I couldn't stay, baby
Every promise don't work out that way, no no no no no
Every promise don't work out that way"
166,freedom,2016,beyonce-knowles,Pop,"Tryna rain, tryna rain on the thunder
Tell the storm I'm new
I'm a wall, come and march on the regular
Painting white flags blue
Lord forgive me, I've been running
Running blind in truth
I'ma rain, I'ma rain on this bitter love
Tell the sweet I'm new
I'm telling these tears, ""Go and fall away, fall away""
May the last one burn into flames
Freedom! Freedom! I can't move
Freedom, cut me loose!
Singin', freedom! Freedom! Where are you?
Cause I need freedom too!
I break chains all by myself
Won't let my freedom rot in hell
Hey! I'ma keep running
Cause a winner don't quit on themselves
I'ma wade, I'ma wave through the waters
Tell the tide, ""Don't move""
I'ma riot, I'ma riot through your borders
Call me bulletproof
Lord forgive me, I've been runnin'
Runnin' blind in truth
I'ma wade, I'ma wave through your shallow love
Tell the deep I'm new
I'm telling these tears, ""Go and fall away, fall away""
May the last one burn into flames
Freedom! Freedom! I can't move
Freedom, cut me loose!
Singin', freedom! Freedom! Where are you?
Cause I need freedom too!
I break chains all by myself
Won't let my freedom rot in hell
Hey! I'ma keep running
Cause a winner don't quit on themselves
Ten Hail Mary's, I meditate for practice
Channel 9 news tell me I'm moving backwards
Eight blocks left, death is around the corner
Seven misleading statements 'bout my persona
Six headlights waving in my direction
5-O asking me what's in my possession
Yeah, I keep running, jump in the aqueducts
Fire hydrants and hazardous
Smoke alarms on the back of us
But mama don't cry for me, ride for me
Try for me, live for me
Breathe for me, sing for me
Honestly guiding me
I could be more than I gotta be
Stole from me, lied to me, nation hypocrisy
Code on me, drive on me
Wicked, my spirit inspired me
Like yeah, open correctional gates in higher desert
Yeah, open our mind as we cast away oppression
Yeah, open the streets and watch our beliefs
And when they carve my name inside the concrete
I pray it forever reads
Freedom! Freedom! I can't move
Freedom, cut me loose!
Singing, freedom! Freedom! Where are you?
Cause I need freedom too!
I break chains all by myself
Won't let my freedom rot in hell
Hey! I'ma keep running
Cause a winner don't quit on themselves
What you want from me?
Is it truth you seek? Oh father can you hear me?
What you want from me?
Is it truth you seek? Oh father can you hear me?
Hear me out
I had my ups and downs, but I always find the inner strength to cool myself off. I was served lemons, but I made lemonade"
167,pray-you-catch-me,2016,beyonce-knowles,Pop,"You can taste the dishonesty
It's all over your breath as you pass it off so cavalier
But even that's a test
Constantly aware of it all
My lonely ear
Pressed against the walls of your world
Prayin' to catch you whispering
I'm prayin' you catch me listening
I'm prayin' to catch you whispering
I'm prayin' you catch me
I'm prayin' to catch you whispering
I'm prayin' you catch me listening
I'm prayin' you catch me
Nothing else ever seems to hurt like the smile on your face
When it's only in my memory
It don't hit me quite the same
Maybe it's a cause for concern
But I'm not at ease
Keeping my head to the curb
Prayin' to catch you whispering
I'm prayin' you catch me listening
I'm prayin' to catch you whispering
I'm prayin' you catch me
I'm prayin' you catch me
I'm prayin' you catch me
I'm prayin' you catch me"
168,6-inch,2016,beyonce-knowles,Pop,"[Chorus: BeyoncÃ©]
Six inch heels, she walked in the club like nobody's business
Goddamn, she murdered everybody and I was her witness
[Verse 1: The Weeknd]
She's stacking money, money everywhere she goes
You know, pesos out of Mexico
De uno, commas and them decimals
She don't gotta give it up, she professional
She mixing up that Ace with that Hennessy
She love the way it tastes, that's her recipe
Rushing through her veins like it's ecstasy, oh no
She already made enough but she'll never leave
[Chorus: BeyoncÃ©]
Six inch heels, she walked in the club like nobody's business
Goddamn, she murdered everybody and I was her witness
[Post-Chorus: BeyoncÃ©]
She works for the money, she work for the money
From the start to the finish
And she worth every dollar, she worth every dollar
And she worth every minute
She works for the money
She works for the money
She works for the money
She works for the money
[Verse 2: BeyoncÃ©]
She stack her money, money everywhere she goes
She got that Sake, her Yamazaki straight from Tokyo
Oh baby you know, she got them commas and them decimals
She don't gotta give it up cause she professional
[Chorus: BeyoncÃ©]
Six inch heels, she walked in the club like nobody's business
Goddamn, she murdered everybody and I was her witness
[Post-Chorus: BeyoncÃ©]
She works for the money, she work for the money
From the start to the finish
And she worth every dollar, she worth every dollar
And she worth every minute
[Bridge: BeyoncÃ©]
Stars in her eyes
She fights for the power, keeping time
She grinds day and night
She grinds from Monday to Friday
Works from Friday to Sunday
She gon' slang
She too smart to crave material things
She pushing herself day and night
She grinds from Monday to Friday
Works from Friday to Sunday
Oh, stars in her eyes
She fights and she sweats those sleepless nights
But she don't mind, she loves the grind
She grinds from Monday to Friday
Works from Friday to Sunday
Yeah, yeah, she gon' slang
Too smart to crave material things
Stacking her paper
Stacking her cake up
She grinds from Monday to Friday
Works from Friday to Sunday
[Chorus: BeyoncÃ©]
Six inch heels, she walked in the club like nobody's business
Goddamn, she murdered everybody and I was her witness
[Post-Chorus: BeyoncÃ©]
She works for the money, she work for the money
From the start to the finish
And she worth every dollar, she worth every dollar
And she worth every minute
[Outro: BeyoncÃ©]
Oh, gonna make you feel
You always come back to me
Come back, come back
Come back, come back
Come back, come back, come back"
169,love-drought,2016,beyonce-knowles,Pop,"Ten times out of nine, I know you're lying
But nine times outta ten, I know you're trying
So I'm trying to be fair
And you're trying to be there and to care
And you're caught up in your permanent emotions
All the loving I've been giving goes unnoticed
It's just floating in the air, lookie there
Are you aware you're my lifeline, are you tryna kill me
If I wasn't me, would you still feel me?
Like on my worst day? Or am I not thirsty, enough?
I don't care about the lights or the beams
Spend my life in the dark for the sake of you and me
Only way to go is up, skin thick, too tough
Cause you, you, you, you and me could move a mountain
You, you, you, you and me could calm a war down
You, you, you, you and me could make it rain now
You, you, you, you and me could stop this love drought
Nine times out of ten, I'm in my feelings
But ten times out of nine, I'm only human
Tell me, what did I do wrong?
Feel like that question has been posed
I'm movin' on
I'll always be committed, I been focused
I always paid attention, been devoted
Tell me, what did I do wrong?
Oh, already asked that, my bad
But you my lifeline, think you tryna kill me?
If I wasn't me, would you still feel me?
Like on my worst day? Or am I not thirsty, enough?
I don't care about the lights or the beams
Spend my life in the dark for the sake of you and me
Only way to go is up, them old bitches so wack
I'm so tough, wassup?
Cause you, you, you, you and me could move a mountain
You, you, you, you and me could calm a war down
You, you, you, you and me could make it rain now
You, you, you, you and me would stop this love drought"
170,best-thing-you-never-had-remix,2011,beyonce-knowles,Pop,"[Beyonce:]
What goes around comes back around (hey my baby)
What goes around comes back around (hey my baby)
What goes around comes back around (hey my baby)
What goes around comes back around (hey my baby)
There was a time
I thought, that you did everything right
No lies, no wrong
Boy I, must've been outta my mind
So when I think of the time that I almost loved you
You showed you ass and I saw the real you
Thank God you blew it
Thank God I dodged the bullet
I'm so over you
So baby good lookin' out
[Chorus]
I wanted you bad
I'm so through with that
Cause honestly you turned out to be the best thing I never had
You turned out to be the best thing I never had
And I'm gon' always be the best thing you never had
I bet it sucks to be you right now
[Avery Storm:]
It's so hard that you're hurt
When we both know don't act like you never cared
I don't deserve your tears
Cause I did put them there
Think that everytime that you said I love you
You showed your ass girl that wasn't the real you
Too bad you blew it
Too bad you couldn't put the work in
You gave up on us
When we should have worked it out
[Beyonce:]
I know you want me back
It's time to face the facts
That I'm the one that's got away
Lord knows that it would take another place, another time, another world, another life
Thank God I found the good in goodbye
[Chorus]
I used to want you so bad
I'm so through it that
Cause honestly you turned out to be the best thing I never had
You turned out to be the best thing I never had
And I will always be the, best thing you never had.
Best thing you never had!
I used to want you so bad
I'm so through with that
Cause honestly you turned out to be the best thing I never had
Oh you turned out to be the best thing I never had
And I will always be the best thing you never had
Oh baby, I bet it sucks to be you right now
Goes around, comes back around
Goes around, comes back around
Bet it sucks to be you right now
Goes around, comes back around
Bet it sucks to be you right now
Goes around, comes back around
Bet it sucks to be you right now"
171,countdown,2011,beyonce-knowles,Pop,"Boy oy -oy -oy!
Oh, killing me softly and I'm still fallin'
Still the one I need, I will always be with you
Oh, you got me all gone, don't ever let me go
Say it real loud if you fly
If you leave me you're out of your mind
My baby is a 10
We dressing to the 9
He pick me up we 8
Make me feel so lucky 7
He kiss me in his 6
We be making love in 5
Still the one I do this 4
I'm trying to make a 3
From that 2
He still the 1
There's ups and downs in this love
Got a lot to learn in this love
Through the good and the bad, still got love
Dedicated to the one I love, hey
Still love the way he talk, still love the way I sing
Still love the way he rock them black diamonds in that chain
Still all up on each other, ain't a damn thing changed
My girls can't tell me nothing, I'm gone in the brain
I'm all up under him like it's cold, winter time
All up in the kitchen in my heels, dinner time
Do whatever that it takes, he got a winner's mind
Give it all to him, meet him at the finish line
Me and my boo, in my boo coupe riding
All up in that black with his chick right beside him
Ladies, if you love your man show him you the fliest
Grind up on it, girl, show him how you ride it
Me and my boo in my boo boo riding
All up in that black with his chick right beside him
Ladies, if you love your man show him you the fliest
Grind up on it, girl, show him how you ride it
Oh, killing me softly and I'm still fallin'
Still the one I need, I will always be with you
Oh, you got me all gone, don't ever let me go
Say it real loud if you fly
If you leave me you're out of your mind
My baby is a 10
We dressing to the 9
He pick me up we 8
Make me feel so lucky 7
He kiss me in his 6
We be making love in 5
Still the one I do this 4
I'm trying to make a 3
From that 2
He still the 1
Yup, I put it on him, it ain't nothing that I can't do
Yup, I buy my own, if he deserve it, buy his shit too
All up in the store, shawty, trickin' if I want to
All up in the store, shawty, fly as we want to
Ooo ooo ooo ooo
Damn I think I love that boy
Do anything for that boy
Boy -oy -oy -oy!
Now I'll never be the same
It's you and me until the end
Me and my boo, in my boo coupe riding
All up in that black with his chick right beside him
Ladies, if you love your man show him you the flyest
Grind up on it, girl, show him how you ride it
Me and my boo and my boo lip locking
All up in the back cause the chicks keep flocking
All that gossip in 10 years, stop it!
London speed it up, Houston rock it
Oh, killing me softly and I'm still fallin'
Still the one I need, I will always be with you
Oh, you got me all gone, don't ever let me go
Say it real loud if you fly
If you leave me you're out of your mind
My baby is a 10
We dressing to the 9
He pick me up we 8
Make me feel so lucky 7
He kiss me in his 6
We be making love in 5
Still the one I do this 4
I'm trying to make a 3
From that 2
He still the 1"
172,girls-who-run-the-world,2011,beyonce-knowles,Pop,"Girls! We run this mother (yeah)
Girls! We run this mother (yeah)
Girls! We run this mother (yeah)
Girls! We run this mother (yeah)
Who run the world? Girls (girls)
Who run the world? Girls (girls)
Who run the world? Girls (girls)
Who run the world? Girls (girls)
Who run this mother? Girls
Who run this mother? Girls
Who run this mother! Girls
Who run this mother! Girls
Who run the world? Girls (girls)
Who run the world? Girls (girls)
Who run the world? Girls (girls)
Who run the world? Girls (girls)
Some of them men think they freak this like we do
But no they don't
Make your cheque come at they neck
Disrespect us no they won't
Boy don't even try to touch this
Boy this beat is crazy
This is how they made me
Houston, Texas baby
This goes out to all my girls that's in the club rocking the latest
Who will buy it for themselves and get more money later
I think I need a barber
None of these niggas can fade me
I'm so good with this
I remind you I'm so hood with this
Boy I'm just playing
Come here baby
Hope you still like me
F' you pay me
My persuasion can build a nation
Endless power, the love we can devour
You'll do anything for me
Who run the world? Girls (girls)
Who run the world? Girls (girls)
Who run the world? Girls (girls)
Who run the world? Girls (girls)
Who run this mother? Girls
Who run this mother? Girls
Who run this mother! Girls
Who run this mother! Girls
Who run the world? Girls (girls)
Who run the world? Girls (girls)
Who run the world? Girls (girls)
Who run the world? Girls (girls)
It's hot up in here DJ
Don't be scared to run this-run this back
I'm rapping for the girls who taking over the world
Help me raise a glass for the college grads
41 rolling to let you know what time it is, check
You can't hold me
I work my 9 to 5, better cut my check
This goes out to all the women getting it in you're on your grind
To other men that respect what I do please accept my shine
Boy you know you love it how we're smart enough to make these millions
Strong enough to bear the children then get back to business
See, you better not play me
Oh, come here baby
Hope you still like me
F' you pay me
My persuasion can build a nation
Endless power, the love we can devour
You'll do anything for me
Who run the world? Girls (girls)
Who run the world? Girls (girls)
Who run the world? Girls (girls)
Who run the world? Girls (girls)
Who run the world? Girls (girls)
Who run this mother? Girls
Who run this mother? Girls
Who run this mother! Girls
Who run this mother! Girls
Who run the world? Girls (girls)
Who run the world? Girls (girls)
Who run the world? Girls (girls)
Who run the world? Girls (girls)
Who are we?
What we run?!
The world
(Who run this mother?)
Who are we ?
What we run?!
The world
(Who run this mother?)
Who are we?
What do we run?!
We run the world
(Who run this mother?!)
Who are we?!
What we run?!
We run the world!!
Who run the world? Girls"
173,i-care,2011,beyonce-knowles,Pop,"I told you how your hurt me, baby,
But you don't care,
Now I'm crying and deserted, baby,
But you don't care,
Ain't nobody tell me this is love,
When you're immune to all my pain,
I need you to tell me this is love,
You don't care, well, that's okay,
Well, I care (ooh),
I know you don't care too much,
But I still care,
La la la la la (baby),
La la la la la la,
Oh, I care (ooh),
I know you don't care too much,
But I still care,
La la la la la (baby),
La la la la la la, oh,
Ever since you knew your power,
You made me cry,
And now every time our love goes sour,
You won't sympathize,
You see these tears falling down to my ears,
I swear you like when I'm in pain,
I try to tell you all my fears, huh,
You still don't care, that's okay, hey,
Well, I care (ooh),
I know you don't care too much,
But I still care,
La la la la la (baby),
La la la la la la,
Oh, I care (ooh),
I know you don't care too much,
But I still care,
La la la la la (yeah, baby),
La la la la la la, yeah,
Boy, maybe if you care enough,
I wouldn't have to care so much,
What happened to our trust?
Now you're just given up,
You used to be so in love,
Now you don't care no more,
Ooh,
Well, I care (ooh),
I know you don't care too much,
But I still care,
La la la la la (baby),
La la la la la la,
Oh, I care (ooh),
I know you don't care too much,
But I still care,
La la la la la la la (baby),
La la la la la la (I still care),
La la la la la la la,
La la la la la la (I still care),
La la la la la la la,
La la la la la la (I still care),
La la la la la la la,
La la la la la la (oh)
La la la la la la la,
La la la la la la (I still care)."
174,best-thing-i-ever-had,2011,beyonce-knowles,Pop,"What goes around comes back around (hey my baby)
What goes around comes back around (hey my baby)
What goes around comes back around (hey my baby)
What goes around comes back around
There was a time
I thought, that you did everything right
No lies, no wrong
Boy I, must've been outta my mind
So when I think of the time that I almost loved you
You showed your self
and I saw the real you
Thank God you blew it
Thank God I dodged the bullet
I'm so over you
So baby good lookin' out
[Chorus]
I wanted you bad
I'm so through with that
Cuz honestly you turned out to be the best thing I never had
You turned out to be the best thing I never had
And I'm gon' always be the best thing you never had
I bet it sucks to be you right now
So sad, you're hurt
Boo hoo, oh, did you expect me to care?
You don't deserve my tears
I guess that's why they ain't there
When I think that there was a time that I almost loved you
You showed your ass and baby yes I saw the real you
Thank God you blew it
Thank God I dodged the bullet
I'm so over you
Baby good lookin' out
[Chorus]
I wanted you bad
I'm so through with that
Cuz honestly you turned out to be the best thing I never had
I said, you turned out to be the best thing I never had
And I'll never be the best thing you never had
Oh baby I bet sucks to be you right now
I know you want me back
It's time to face the facts
That I'm the one that's got away
Lord knows that it would take another place, another time, another world, another life
Thank God I found the good in goodbye
[Chorus]
I used to want you so bad
I'm so through with that
Cuz honestly you turned out to be the best thing I never had
You turned out to be the best thing I never had
And I will always be the, best thing you never had.
Best thing you never had!
I used to want you so bad
I'm so through with that
Cause honestly you turned out to be the best thing I never had
Oh you turned out to be the best thing I never had
Oh I will never be the best thing you never had
Oh baby, I bet it sucks to be you right now
Goes around, comes back around
Goes around, comes back around
Bet it sucks to be you right now
Goes around, comes back around
Bet it sucks to be you right now
Goes around, comes back around
Bet it sucks to be you right now"
175,love-on-top,2011,beyonce-knowles,Pop,"Bring the beat in!
(Verse 1)
Honey, honey
I can see the stars all the way from here
Can't you see the glow on the window pane?
I can feel the sun whenever you're near
Every time you touch me I just melt away
Now everybody asks me why I'm smiling out from ear to ear (They say love hurts)
But I know (It's gonna take a real work)
Nothing's perfect, but it's worth it after fighting through my tears
And finally you put me first
(chorus)
Baby it's you.
You're the one I love.
You're the one I need.
You're the only one I see.
Come on baby it's you.
You're the one that gives your all.
You're the one I can always call.
When I need you make everything stop.
Finally you put my love on top.
Ooh! Come on baby.
You put my love on top, top, top, top, top.
You put my love on top.
Ooh oooh! Come on baby.
You put my love on top, top, top, top, top.
My love on top.
My love on top.
(Verse 2)
Baby, Baby
I can hear the wind whipping past my face.
As we dance the night away.
Boy your lips taste like a night of champagne.
As i kiss you again and again and again and again.
Now everybody asks me why I'm smiling out from ear to ear (They say love hurts)
But I know (It's gonna take a real work)
Nothing's perfect, but it's worth it after fighting through my tears.
And finally you put me first.
Baby it's you.
You're the one I love.
You're the one I need.
You're the only one I see.
Come on baby it's you.
You're the one that gives your all.
You're the one I can always call.
When I need you make everything stop.
Finally you put my love on top.
Oh! Baby.
You put my love on top, top, top, top, top.
You put my love on top.
Oh Oh! Come on baby.
You put my love on top, top, top, top, top.
My love on top.
Baby it's you.
You're the one I love.
You're the one I need.
You're the only thing I see.
Come on baby it's you.
You're the one that gives your all.
You're the one I can always call.
When I need you make everything stop.
Finally you put my love on top.
Baby, you're the one I love.
Baby, you're all I need.
You're the only one I see.
Come on baby it's you.
You're the one that gives your all.
You're the one I can always call.
When I need you make everything stop.
Finally you put my love on top
Baby.
'Cause you're the one that I love.
Baby you're the one that I need.
You're the only man I see.
Baby baby it's you.
You're the one that gives your all.
You're the one I always call.
When I need you make everything stop.
Finally you put my love on top
Baby.
'Cause you're the one that I love.
Baby you're the one that I need.
You're the only one I see.
Baby, baby, it's you.
You're the one that gives your all.
You're the one I always call.
When I need you make everything stop.
Finally you put my love
Love on top"
176,rather-die-young,2011,beyonce-knowles,Pop,"Boy you'll be the death of me
You're my James Dean
You make me feel like I'm seventeen
You drive too fast, you smoke too much
But that don't mean a thing
'cause i'm addicted to the rush
'Cause I rather die young
Than live my life without you
I rather not live at all
Than live my life without you
You know i've been in love before
You're the first one ever seen
That burns like gasoline
So light a match, turn off the lights
I'm holding on to you
'cause this might be a last night, oh
'Cause I rather die young
Than live my life without you
I rather not live at all
Than live my life without you
What i'm telling you
I'm giving you my life, it's in your hands
And what i'm gonna do
Is be a woman and you can be a man
And I wanna say
Nobody understands what we've been through
I rather give up everything
Than to live my life without you
Oh!
Oh!
'Cause I rather die young
Than live my life without you
I rather not live at all
Than live my life without you"
177,party-remix,2011,beyonce-knowles,Pop,"[Kanye West]
You a bad girl and your friends bad too, oh
We got the swag sauce, she drippin' swagu
You a bad girl and your friends bad too, oh
We got the swag sauce, she drippin' swagu
[Beyonce]
I may be young, but I'm ready
To give you all my love
I told my girls you can get it
Don't slow it down, just let it go
So in love
I'll give it all away
Just don't tell nobody tomorrow
So tonight,
I'll do it every way
Speakers knockin' til the morning light
Cause we like to party (hey, hey, hey, hey, hey)
Cause we like to party (hey, hey, hey, hey, hey)
Cause we like to party
Your touch is driving me crazy
I can't explain the way I feel
Tuck down with the radio on
And the night belong to us
Just hold me close, don't let me go
So in love
I don't care what they say
I don't care if they talking tomorrow
Cause tonight's the night, uh, uh, uh ooh
That I give you everything
Music knockin' 'til the morning light
[J. Cole]
We out in Abu Dhabi, we like to party
We don't cause trouble, we just ride Bugatti
Bad chicks, shawty, sorta resemble Sade
Imported her in from Raleigh
And pulled up into the Valet
The boy dropped the keys tryna sneak-a-peek at that body
See this that time of the week, she like freak a leak and get naughty
Therefore I like to thank God and Ice Cube for Friday
Cause La-Di-Da-Di (we like to party)
[Beyonce]
So in love
I'll give it all away
Just don't tell nobody tomorrow
Cause tonight's the night
That I give you everything
Music knockin' 'til the morning light
Cause we like to party, hey, hey, hey, hey, hey
Cause we like to party, hey, hey, hey, hey, hey
Cause we like to party
[Kanye West]
You a bad girl and your friends bad too, oh
We got the swag sauce, she drippin' swagu
You a bad girl and your friends bad too, oh
We got the swag sauce, she drippin' swagu"
178,run-the-world-girls,2011,beyonce-knowles,Pop,"Girls, we run this mutha!
Girls, we run this mutha!
Girls, we run this mutha!
Girls, we run this mutha!
Girls!
Who run the world?
Girls!
Who run the world?
Girls!
Who run the world?
Girls!
Who run the world?
Girls!
Who run this mutha?
Girls!
Who run this mutha?
Girls!
Who run this mutha?
Girls!
Who run this mutha?
Girls!
Who run the world?
Girls!
Who run the world?
Girls!
Who run the world?
Girls!
Who run the world?
Girls!
Some of them men think they freak this
Like we do
But no they don't
Make your check come at they neck
Disrespect us?
No they won't
Boy don't even try to touch this
Boy this beat is crazy
This is how they made me
Houston, Texas baby
This goes out to all my girls
That's in the club rocking the latest
Who will buy it for themselves
And get more money later
I think I need a barber
None of these niggas can fade me
I'm so good with this
I remind you I'm so hood with this
Boy I'm just playing
Come here baby
Hope you still like me
If you pay me
My persuasion
Can build a nation
Endless power
The love we can devour
You'll do anything for me
Who run the world?
Girls!
Who run the world?
Girls!
Who run the world?
Girls!
Who run the world?
Girls!
Who run the world?
Girls!
Who run this mutha?
Girls!
Who run this mutha?
Girls!
Who run this mutha?
Girls!
Who run this mutha?
Girls!
Who run the world?
Girls!
Who run the world?
Girls!
Who run the world?
Girls!
Who run the world?
Girls!
It's hot up in here DJ
Don't be scared to run this, run this back
I'm repping for the girls
Who taking over the world
Help me raise a glass
For the college grads
Buddy one roll and
I'll let you know what time it is,check
You can't hold me
I work my 9 to 5 better cut my cheque
This goes out to all the women
Getting it in
You on your grind
To all the men that respect
What I do
Please accept my shine
Boy you know you love it
How we're smart enough to make these millions
Strong enough to bear the children
Then get back to business
See, you better not play me
Oh, come here baby
Hope you still like me
If you pay me
My persuasion
Can build a nation
Endless power
The love we can devour
You'll do anything for me
Who run the world?
Girls!
Who run the world?
Girls!
Who run the world?
Girls!
Who run the world?
Girls!
Who run the world?
Girls!
Who run this mutha?
Girls!
Who run this mutha?
Girls!
Who run this mutha?
Girls!
Who run this mutha?
Girls!
Who run the world?
Girls!
Who run the world?
Girls!
Who run the world?
Girls!
Who run the world?
Girls!
Who are we?
What we run?
The world
(Who run this mutha?)
Who are we?
What we run?
The world
(Who run this mutha?)
Who are we?
What do we run?
We run the world
(Who run this mutha?)
Who are we?
What we run?
We run the world
Who run the world?
Girls"
179,i-was-here,2011,beyonce-knowles,Pop,"I wanna leave my footprint on the sands of time
Know there was something that, meant something that I left behind
When I leave this world, I'll leave no regrets,
Leave something to remember, so they won't forget
I was here
I lived, I loved
I was here
I did, I've done, everything that I wanted
And it was more than I thought it would be
I will leave my mark so everyone will know
I was here
I want to say I lived each day, until I die
And know that I meant something in somebody's life
The hearts I have touched will be the proof that I leave
That I made a difference, and this world will see
I was here
I lived, I loved
I was here
I did, I've done, everything that I wanted
And it was more than I thought it would be
I will leave my mark so everyone will know
I was here
I lived, I loved
I was here
I did, I've done, everything that I wanted
And it was more than I thought it would be
I will leave my mark so everyone will know
I was here
I just want them to know
That I gave my all, did my best
Brought someone to happiness
Left this world a little better just because
I was here
I was here
I lived, I loved
I was here
I did, I've done, everything that I wanted
And it was more than I thought it would be
I will leave my mark so everyone will know
I was here.
(I lived), I lived
(I loved), I was here
(I did), I did
(I've done), I was here
(I lived), I lived
(I loved)
I was here
(I did), I did
(I've done)
I was here"
